Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,Att34,Att35,Att36,Att37,Att38,Att39,Att40,Att41,Att42,Att43,Att44,Att45,Att46,Att47,Att48,Att49,Att50,Att51,Att52,Att53,Att54,Att55,Att56,Att57,Att58,Att59,Att60,Att61,Att62,Att63,Att64,Att65,Att66,Att67,Att68,Att69,Att70,Att71,Att72,Att73,Att74,Att75,Att76,Att77,Att78,Att79,Att80,Att81,Att82,Att83,Att84,Att85,Att86,Att87,Att88,Att89,Att90,Att91,Att92,Att93,Att94,Att95,Att96,Att97,Att98,Att99,Att100,Att101,Att102,Att103,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0.031813,-0.043329,0.01106,-0.063339,0.070435,-0.082757,0.083302,-0.060626,-0.024475,-0.101405,-0.0348,-0.083432,-0.021094,-0.108498,-0.027009,-0.035489,0.012086,-0.080527,0.048622,0.010182,0.040825,-0.019035,0.070105,0.010474,0.095972,0.07867,0.148581,0.124108,-0.07206,0.149283,0.119505,0.048944,0.030042,-0.034079,-0.054055,0.013512,0.042623,0.013183,-0.006665,-0.080437,-0.026249,0.03064,0.037118,-0.112194,0.015251,-0.034233,0.006887,-0.009178,-0.11002,-0.214478,-0.185497,-0.03783,0.014114,0.063386,-0.001461,0.213007,-0.114649,-0.213224,0.021913,0.000573,0.038071,0.052687,0.09388,-0.000784,0.057352,-0.056206,0.14912,0.081804,0.132069,-0.110717,0.033215,-0.091176,0.118513,0.178046,0.108989,0.09509,0.13733,0.081843,0.07235,-0.029017,-0.082622,-0.019818,-0.06379,0.201985,-0.075745,-0.010778,-0.077403,-0.053787,-0.088634,-0.022072,0.204437,-0.083003,-0.089004,-0.083752,-0.080803,-0.075665,0.136992,0.329134,-0.052768,0.089037,0.316317,-0.059916,-0.111126,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0.094163,0.040769,0.045165,0.047533,0.007238,0.045534,0.136458,-0.031897,-0.037165,0.0145,-0.093742,-0.033676,0.019842,-0.128289,-0.055213,-0.031171,0.057946,-0.035599,0.113175,0.007247,-0.045233,-0.112228,-0.085582,-0.036022,-0.158055,-0.091685,-0.045313,-0.207518,0.016521,-0.047001,-0.032979,-0.103397,-0.125911,-0.096308,0.034902,-0.081133,0.029584,-0.329073,-0.126264,-0.175104,-0.024235,0.007659,-0.038971,-0.11905,-0.191523,0.090852,0.189471,0.016269,0.081755,0.105496,0.091848,0.00796,-0.027395,-0.02409,0.013548,-0.179914,0.114573,0.172973,0.057535,-0.062313,0.06289,0.071406,-0.092084,-0.159792,0.161277,0.329087,0.080709,-0.084937,-0.085051,0.186253,-0.069225,-0.076141,-0.0992,-0.035203,0.091301,0.054805,0.058618,0.249335,0.05117,-0.000614,-0.048895,-0.003438,0.059945,-0.05775,-0.033376,0.012099,-0.039607,-0.036212,-0.053333,-0.03587,-0.037347,-0.008591,0.009774,-0.039311,0.158428,-0.043862,-0.028203,-0.030523,-0.031787,-0.038728,0.027369,-0.009284,0.117781,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.044649,0.075985,0.116831,0.033902,0.267831,0.336971,0.111608,-0.006167,0.079925,0.088068,0.219072,-0.008392,-0.094165,0.008752,0.199426,0.11659,0.149258,-0.014287,-0.036362,0.018592,-0.087627,-0.106367,-0.03951,-0.14623,-0.180758,-0.028662,0.117742,0.044954,-0.076354,0.11813,0.135266,-0.122635,0.036521,0.103653,0.031181,0.134215,0.052407,0.161153,0.017478,-0.080347,0.016669,-0.03722,-0.114504,0.001907,-0.063442,-0.06409,-0.08352,-0.062919,-0.028518,0.019459,-0.056391,-0.056586,0.013353,0.001501,-0.105729,0.01412,0.032341,0.011888,-0.174744,0.083745,-0.059181,0.100783,0.135888,-0.340952,-0.032756,-0.1103,-0.017174,-0.080262,0.209647,-0.086563,-0.126456,-0.148975,0.074034,0.00303,-0.138587,-0.127841,0.027488,-0.01933,0.049361,-0.000113,-0.018544,-0.03301,-0.009634,-0.049874,0.022367,-0.001125,-0.007982,-0.02488,-0.014584,-0.031833,-0.036765,-0.017212,-0.026104,0.004037,-0.002581,-0.012882,-0.015454,-0.009244,0.011227,-0.033076,0.000347,0.052681,0.111599,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.027604,0.147904,0.040762,-0.062932,0.073776,0.042128,0.035798,-0.032456,-0.023777,0.058981,-0.097121,-0.037276,0.04938,0.08271,0.060235,-0.031702,-0.012944,0.110321,0.215541,-0.157059,-0.080185,-0.064495,-0.192916,-0.182874,-0.185116,-0.183097,-0.017702,-0.145346,-0.077873,-0.033593,-0.070288,-0.028065,-0.001175,7.5e-05,0.099426,-0.048217,0.005778,-0.072706,-0.16813,-0.114115,-0.288195,-0.048212,-0.007112,0.229669,-0.046082,-0.04699,-0.12,0.027748,-0.185506,-0.165442,-0.12956,-0.078965,-0.016577,0.048946,0.002094,0.131287,-0.075224,-0.06047,0.045415,0.172033,0.068958,0.159794,0.064221,0.047768,-0.012402,0.03712,-0.033801,0.068603,0.049523,0.112135,0.06736,0.039476,-0.112461,0.248138,0.00175,0.13684,0.046967,0.230018,0.226076,-0.019966,-0.007604,0.009893,-0.046488,-0.036091,0.024235,0.015954,-0.031826,-0.027831,0.027852,-0.055722,-0.055347,-0.00783,-0.021877,0.006474,-0.018949,-0.038872,-0.019147,-0.018075,-0.00251,-0.052493,0.030106,0.045039,0.132472,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.088948,0.028346,0.246782,0.032367,0.299241,0.156047,0.182216,-0.014479,0.083393,0.048954,0.194001,-0.003988,0.00898,-0.046809,0.171417,-0.001842,0.121107,-0.057741,0.050636,-0.141079,-0.113581,-0.003548,-0.129554,-0.208976,-0.163198,-0.217407,-0.148396,-0.136772,-0.067865,0.026955,-0.083458,-0.203441,-0.022626,-0.064701,0.063365,0.069683,0.055988,0.026384,-0.030885,-0.206294,-0.088994,-0.026844,-0.012537,-0.108909,0.077311,0.032993,0.087539,-0.165071,-0.06297,-0.039962,-0.101873,-0.130609,-0.086577,0.046112,-0.133848,-0.018455,0.087939,0.050951,-0.140957,0.053131,0.070652,0.058878,0.007824,-0.112116,-0.089338,0.076188,0.000476,-0.014816,0.123253,0.173751,-0.022741,-0.061632,0.115129,0.05839,-0.08551,0.008064,0.098606,0.204249,0.140777,0.002939,-0.01626,-0.030907,-0.013901,-0.044489,1.1e-05,0.002402,-0.008207,-0.026528,-0.017917,-0.035336,-0.026064,-0.010917,-0.018915,-0.003585,-0.010984,-0.01413,-0.013932,0.015646,0.002129,-0.031976,-0.012784,0.025583,0.118991,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.029302,-0.130175,-0.031573,-0.010749,0.208495,0.032831,0.045237,0.047151,0.221222,-0.088038,0.305025,-0.039568,0.030165,0.133151,0.193722,0.311107,-0.093054,-0.224843,-0.108013,-0.045978,0.037275,0.109032,0.039358,0.070082,0.075479,0.091562,0.023874,0.050856,0.047681,0.044178,0.038937,-0.072167,-0.002605,-0.080672,0.016523,0.071333,0.099574,0.020979,-0.075664,-0.116117,0.031354,0.101903,-0.015934,0.015036,0.022052,-0.072273,-0.021728,-0.005275,0.090011,0.103711,0.025823,-0.083949,-0.061036,-0.012338,-0.064385,-0.170772,0.097041,0.066857,-0.070042,-0.068716,-0.060305,0.05724,-0.030253,-0.176205,-0.152592,-0.042959,-0.055405,-0.045346,0.125223,-0.080708,-0.079825,0.077617,0.133964,0.162079,0.096695,-0.060746,-0.056322,-0.15601,-0.16499,-0.056863,-0.050895,-0.059316,-0.0202,-0.031155,0.012011,0.109743,-0.002807,0.170433,0.216037,0.053603,-0.00151,-0.050364,-0.077187,0.070082,-0.018709,-0.048137,-0.073305,-0.044395,-0.066066,-0.063814,-0.069788,-0.043346,0.067078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.051243,-0.058362,-0.044705,-0.055591,-0.032861,0.012403,-0.090467,-0.107033,-0.078608,0.019682,0.017991,0.087622,-0.192032,0.020129,0.116426,0.037182,-0.10547,0.03433,0.003046,-0.035913,-0.001772,0.101666,-0.029519,0.009161,0.07678,-0.002827,-0.026483,0.026922,-0.045188,-0.03553,-0.162312,0.042753,-0.011239,-0.047423,-0.037523,0.334344,-0.062111,0.066575,-0.062894,-0.065791,0.21373,-0.024437,-0.127647,-0.127223,-0.087785,-0.108147,-0.111369,-0.033154,-0.014981,0.052643,0.021907,0.051835,0.030142,-0.055764,-0.028358,-0.030762,0.04444,0.023941,0.055986,0.043176,-0.091729,0.159786,0.105715,0.152068,-0.26211,-0.00274,-0.071191,-0.009608,0.174162,-0.060537,0.205698,0.133322,-0.004892,0.040568,-0.095069,-0.044604,-0.007039,-0.123175,-0.009497,0.232528,-0.208721,-0.029742,0.069622,-0.093401,0.147013,-0.065633,-0.168583,-0.096765,0.155798,0.130569,0.118159,0.082069,-0.020114,-0.100557,-0.061371,0.040144,-0.041371,0.15359,0.045404,-0.061606,-0.004412,-0.156344,-0.026388,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.02706,-0.158864,-0.162599,-0.242938,-0.075332,-0.178621,-0.127374,-0.135018,-0.076467,0.11012,0.050961,0.03644,-0.063179,0.04205,-0.121813,-0.020039,-0.106386,0.053318,0.006339,0.01017,-0.123433,0.116528,0.077935,0.085908,0.001333,0.107968,0.148535,0.238038,0.022456,0.149168,0.155086,0.189866,0.095173,0.033695,-0.086235,-0.075514,0.021977,0.010788,0.065745,-0.035895,-0.112333,0.015114,0.009955,-0.032707,-0.040699,-0.075991,-0.081278,-0.017112,-0.029915,0.012114,-0.059871,-0.121469,-0.076624,0.002676,-0.12035,-0.180835,0.075916,0.098061,-0.000368,0.133906,0.101211,0.101738,0.190143,0.014046,-0.299883,-0.140146,0.003505,-0.150694,0.218248,-0.010753,0.166233,0.146663,0.115655,0.166644,0.055467,-0.047637,-0.035343,-0.072242,0.040437,-0.005464,-0.027763,-0.028315,0.091132,-0.031533,-0.009694,-0.00754,-0.017476,-0.038815,-0.030993,-0.046564,-0.046448,0.018911,-0.041718,0.020109,-0.026253,-0.024165,-0.02623,-0.028303,-0.017771,-0.013269,0.032377,0.015889,0.119384,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.063274,0.01478,-0.007032,0.024021,0.017977,-0.148616,-0.044403,0.224001,-0.003759,0.038543,-0.004152,0.208529,0.077964,0.127983,0.050252,0.029818,-0.021859,0.046122,0.032706,-0.005441,0.041217,0.095682,0.160647,0.101261,0.087616,-0.090264,0.074557,0.120289,-0.048039,0.024484,0.019795,0.034273,0.172319,0.195503,0.231459,-0.136038,-0.100734,-0.071907,0.038877,0.034364,-0.222164,-0.050125,-0.277687,-0.004978,0.073034,-0.014966,-0.013981,0.105244,-0.083917,-0.055771,-0.143447,-0.09313,-0.165232,0.009308,-0.061139,-0.108481,-0.056173,0.006793,-0.049805,-0.013638,0.052423,0.041779,0.05333,-0.114214,0.034039,-0.06504,0.006676,0.135288,0.03832,0.021188,-0.06068,0.02703,0.0386,-0.008238,0.132332,0.01364,-0.00726,0.089799,-0.053782,-0.009056,-0.050422,-0.0668,-0.009556,-0.063102,-0.008768,-0.03813,-0.035968,0.282859,-0.028227,0.294593,0.282909,-0.032703,-0.054814,-0.041825,-0.048897,-0.045594,-0.049235,-0.047275,-0.04137,-0.060122,-0.054508,-0.019937,-0.028224,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.055104,0.011689,0.001158,-0.036377,0.04692,0.014616,0.029966,0.040273,0.007767,0.067538,-0.037053,-0.037519,-0.018124,-0.134029,-0.022061,-0.068779,0.049023,-0.061147,-0.005762,-0.126909,-0.020407,-0.107926,-0.135525,0.001337,-0.111041,0.041107,0.054516,0.041661,-0.070917,-0.142319,-0.022794,-0.123384,-0.107522,-0.179729,-0.092102,-0.080341,0.001668,0.095434,-0.037157,-0.172139,0.08144,-0.002382,-0.003598,0.137799,0.03319,0.014409,0.080011,-0.092511,0.054275,0.138771,0.074068,0.028632,-0.040926,-0.150059,-0.06129,-0.191996,0.138026,0.144821,0.000717,0.141079,0.031813,0.049259,0.045705,0.124066,-0.103735,0.003536,-0.005761,-0.051429,-0.08624,-0.007383,-0.022922,-0.021627,-0.157532,-0.157517,-0.091156,0.063679,0.087176,0.077003,0.187295,-0.156724,-0.166857,0.102828,0.050798,0.040032,0.129125,0.13595,0.115686,0.044226,0.071443,0.119146,0.111694,0.077441,-0.263253,0.098627,-0.197469,0.101429,-0.160236,-0.154005,0.114417,0.060719,0.159306,0.070827,-0.139071,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.04039,0.386083,-0.111378,-0.196421,-0.104228,-0.204434,-0.03316,-0.054812,-0.072045,-0.113054,-0.109394,-0.178886,-0.067363,-0.14886,-0.047328,-0.145081,-0.051758,0.028416,0.022193,-0.145776,-0.161493,-0.067242,-0.077646,-0.082523,-0.184671,-0.041885,-0.019587,-0.027547,-0.06134,-0.110571,-0.030593,-0.089726,-0.074112,0.025413,-0.007217,-0.087476,-0.032323,-0.008522,-0.034232,-0.049363,-0.078616,-0.130451,-0.102713,-0.099647,0.017954,-0.055001,0.038918,-0.135607,0.047206,0.105368,0.139273,0.125501,0.08582,-0.176084,0.065729,-0.075241,0.049017,0.103493,0.228905,0.039177,0.080481,0.169385,0.054403,0.196332,-0.020387,0.036483,-0.191242,0.035147,0.067932,0.117448,0.120343,0.03483,-0.073079,0.00746,0.133945,-0.024326,-0.016827,0.078656,0.11874,-0.010861,-0.023201,-0.035211,-0.014625,-0.06513,-0.009885,-0.013327,-0.004554,-0.041143,-0.031707,-0.050335,-0.04994,-0.012804,-0.010182,0.002193,-0.029572,-0.028112,-0.021491,-0.027989,-0.022536,0.13712,0.081262,0.014566,0.10538,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.150678,-0.101094,0.148232,0.137304,0.140489,-0.040786,-0.039082,-0.159548,-0.241219,-0.085,-0.023729,0.153085,0.198847,0.15534,-0.009734,-0.033956,-0.093685,-0.130817,-0.164159,-0.161819,0.032582,0.019306,0.039527,0.050588,0.076247,0.072781,0.00717,0.100196,0.038538,-0.041643,-0.134011,-0.01659,-0.138608,0.160557,0.227366,0.066445,-0.072322,-0.177581,0.068113,0.163271,0.138342,0.019323,-0.099553,-0.079221,0.026553,0.043921,0.000355,0.026151,0.070386,0.000316,0.020985,0.030134,0.016138,0.048641,0.013632,0.037009,0.0028,0.036732,-0.053026,-0.08016,-0.008387,-0.019865,-0.03131,-0.045675,0.059537,0.028315,0.145927,0.185447,-0.085498,-0.049641,-0.073322,-0.049825,0.041226,0.055502,-0.102577,-0.030064,-0.02239,-0.078259,-0.042581,0.055395,-0.085543,-0.113666,-0.00734,-0.016157,0.13468,0.283488,-0.047642,-0.011974,-0.025984,0.078436,0.156217,0.01627,-0.100059,-0.073437,-0.097183,-0.091233,0.029095,0.217109,-0.052208,-0.10144,0.059301,-0.084083,-0.020323,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.05213,-0.051364,-0.152109,-0.019189,-0.156264,-0.09303,-0.025974,-0.122261,-0.09673,0.082991,-0.027826,0.015562,-0.113076,-0.138945,-0.116832,-0.084601,-0.165871,-0.083755,0.03383,-0.125705,0.081715,0.019057,-0.065794,-0.052505,-0.078961,0.051882,-0.010156,0.057108,0.002486,0.093065,0.070282,0.025165,0.150654,0.073695,0.002286,0.012348,0.086801,0.120276,0.164697,0.075104,0.079876,0.111799,0.128177,0.058905,0.192898,0.188718,0.194238,0.017048,-0.124222,-0.125741,0.006801,-0.004868,-0.02764,0.024279,0.128727,0.056065,-0.150252,-0.13006,-0.084649,0.049707,0.001998,-0.04293,-0.080968,-0.081435,-0.196369,0.080859,-0.019957,0.006504,-0.17731,-0.014318,-0.040924,-0.028615,0.005566,-0.048944,0.105752,0.178631,0.000257,0.152029,0.071662,0.046541,-0.087131,-0.048255,0.339528,-0.046346,-0.04463,0.12502,-0.061821,-0.077202,0.038043,0.196932,-0.104298,0.091895,0.047599,-0.034823,-0.009935,-0.07994,-0.039323,-0.083931,0.052363,-0.093542,-0.079171,-0.067344,0.013095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.039422,0.049113,-0.046826,0.005096,0.013895,0.084266,0.07972,0.085077,0.144588,0.181759,0.052781,0.030503,0.070563,-0.01144,0.074521,0.026479,0.09186,0.075886,-0.095197,0.061805,0.048064,0.035355,0.149343,0.166285,0.170745,0.194615,0.10262,0.15609,0.18456,0.050079,0.055205,0.080084,-0.028096,-0.042024,-0.019839,0.073608,0.078769,0.080487,0.001178,-0.027144,-0.008579,0.010358,0.076241,0.076935,-0.048259,-0.094101,-0.06914,0.049088,-0.031046,-0.02235,-0.05224,0.015096,0.009236,0.016993,0.050976,0.021752,-0.099777,-0.082516,0.00846,-0.125509,-0.183969,-0.130279,-0.032146,-0.130057,0.13171,-0.104218,0.009011,-0.088765,-0.033908,-0.14447,-0.18147,-0.153146,0.099959,0.108317,0.162082,0.106754,0.057354,-0.086538,-0.100014,0.010867,0.032788,-0.051594,-0.061812,-0.058962,-0.024636,-0.074927,0.035548,0.3328,0.376353,-0.05891,-0.054881,-0.077273,-0.014457,-0.069984,0.037992,-0.015555,0.054153,0.056137,-0.064674,-0.030467,-0.071084,-0.057526,-0.097349,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023777,-0.021766,0.011132,0.018379,0.009327,-0.024911,0.003325,-0.095263,-0.052208,-0.041902,-0.003284,0.031943,0.132539,0.057149,0.085669,-0.006725,9.6e-05,-0.056816,-0.002675,0.123637,0.007656,-0.030053,0.001884,0.010508,0.030058,0.017146,0.059085,0.045233,0.002695,0.109566,0.112203,0.052696,0.009768,0.040372,0.063469,0.050825,-0.007032,-0.05667,0.026624,0.127349,0.113295,0.003,-0.000553,-0.05446,0.057999,0.058113,0.036604,-0.022959,-0.047956,-0.121446,-0.128135,-0.137955,-0.099105,0.134431,-0.083015,-0.01116,-0.0502,-0.079626,-0.034858,0.007839,-0.015801,-0.034521,-0.066419,-0.139189,0.37383,0.331183,0.141863,0.045777,0.042483,-0.059648,-0.000479,-0.048386,0.035025,0.000444,-0.115659,-0.091223,-0.040104,-0.024465,-0.058466,-0.048123,-0.015813,0.000936,0.031126,-0.009563,0.307565,0.326738,0.073637,0.114203,0.154025,-0.010033,-0.009625,-0.091448,-0.075991,-0.116258,-0.081331,0.128508,0.009247,0.003363,0.136996,-0.223816,0.00799,0.051238,-0.218751,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.110719,0.084874,0.070705,0.104242,0.079401,0.001266,0.126774,0.065733,0.091226,0.106137,0.01743,0.013879,0.070044,0.078558,0.064441,0.006821,0.002715,0.003907,0.137111,-0.104824,0.007891,0.003336,-0.013605,-0.077466,0.061427,-0.186956,-0.232513,-0.102212,-0.198966,-0.319324,-0.267355,-0.122132,-0.172498,-0.050342,0.041401,0.014997,0.029293,-0.048277,-0.060276,-0.033738,0.151948,0.043615,0.00088,0.047257,-0.043488,0.021707,-0.053041,-0.063616,-0.037267,-0.013923,-0.016805,0.036146,0.040863,-0.048602,-0.028155,-0.011136,0.017661,0.003053,0.281677,-0.000547,0.040253,0.091506,-0.127884,0.133933,-0.209835,0.006802,-0.03842,-0.17861,0.104301,0.195141,0.163385,0.086314,-0.024632,-0.029366,0.000118,-0.00958,-0.045175,-0.058665,-0.043143,-0.074201,-0.092893,-0.036321,-0.041295,-0.036663,0.086229,0.091423,-0.040209,-0.000842,0.06645,0.197878,0.013703,-0.008746,-0.079286,0.19342,-0.050239,-0.061133,0.072017,-0.08918,-0.049656,-0.042582,-0.002315,-0.068792,0.057659,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0954,-0.021247,0.118526,0.034238,0.096651,-0.094078,0.012829,-0.160715,-0.102743,-0.086686,-0.028123,-0.007233,0.131991,-0.008948,0.060187,-0.087382,0.09791,-0.108776,-0.232912,-0.11247,-0.160034,-0.108192,-0.067168,0.1421,0.090007,0.12665,0.021405,0.032442,0.049202,0.147216,0.011953,0.013461,-0.07729,0.045606,0.118706,0.026672,0.009253,-0.145409,-0.009188,0.03094,0.033469,-0.040984,-0.109824,-0.048946,-0.066381,-0.035376,-0.063667,-0.059757,-0.172013,0.054854,0.201247,0.164149,0.143914,-0.253349,0.224659,0.067329,-0.074192,-0.004126,0.005668,0.104827,0.00678,-0.140523,-0.047793,-0.054948,0.131527,-0.085395,-0.024713,-0.022948,-0.090808,-0.023431,-0.043046,0.077068,0.057791,0.137449,0.078014,0.060648,0.062211,0.040973,-0.028075,-0.052442,-0.041218,-0.087771,-0.040744,-0.005717,0.102562,0.139147,-0.06557,0.124395,0.220188,0.20378,0.200847,-0.067148,-0.079244,-0.070082,-0.059907,-0.065357,-0.069501,-0.067452,-0.058819,-0.075141,-0.07732,-0.045525,0.033403,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.093957,-0.321144,-0.01246,-0.04531,0.100096,0.031453,0.22798,0.121394,0.157681,0.128682,0.12799,0.133301,0.025861,0.083689,0.16864,0.136964,0.197337,0.02698,-0.147768,0.102018,-0.1065,-0.036534,0.049072,-0.02699,0.109214,-0.000319,0.049237,0.06852,-0.01911,0.212227,0.07375,0.094645,-0.026803,-0.035532,-0.060758,0.04722,0.074774,-0.121454,-0.050125,-0.039735,-0.102955,-0.010501,-0.067501,-0.014023,-0.088391,-0.076026,-0.071304,-0.123684,0.010833,0.131718,0.03895,-0.05084,-0.003565,-0.156823,-0.082502,-0.134477,0.150718,0.165642,-0.00523,-0.115271,-0.075822,0.217841,0.096079,0.023125,-0.190333,-0.081361,0.049649,-0.041213,0.154121,-0.143715,0.018155,-0.004165,0.028366,0.018566,-0.055237,-0.061629,-0.184393,-0.217051,-0.057171,-0.028135,-0.022265,-0.054693,-0.026489,-0.067516,-0.027521,0.042585,-0.021956,-0.038775,0.012331,0.015969,0.058409,-0.043748,-0.05561,-0.000274,0.079151,-0.037011,-0.009836,-0.005507,-0.040683,-0.01567,0.018727,-0.012308,0.120772,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.084026,-0.004103,-0.035237,0.071527,0.026869,0.306821,-0.075275,0.107914,-0.04093,0.065196,-0.082212,0.025031,-0.041963,-0.077145,-0.079502,-0.005535,0.045049,-0.049481,0.065634,-0.073244,0.205178,-0.013302,0.044429,0.193762,0.180086,0.111549,0.048098,0.099222,0.114077,-0.156338,-0.09024,0.038391,-0.07518,-0.075232,-0.06786,0.062037,0.055303,0.064946,-0.00835,0.004835,0.10462,0.085387,0.066928,0.004513,-0.081437,-0.14558,-0.099531,0.116121,-0.061277,-0.032318,-0.091359,-0.016919,-0.038852,0.08396,-0.091425,-0.027694,-0.058187,-0.105338,0.026484,-0.041503,-0.061282,-0.04046,0.080565,0.076427,0.139,-0.09857,0.094067,0.175663,-0.049987,0.055497,-0.035085,0.148193,0.006579,-0.106686,0.20213,-0.094775,-0.150899,-0.009959,-0.101489,0.09257,0.103844,0.12104,-0.07297,0.115809,-0.065344,-0.065934,-0.069508,0.313614,-0.079329,-0.092693,-0.089643,-0.074394,-0.075668,-0.070794,0.17454,-0.065848,0.072888,0.071918,-0.062035,-0.080256,0.117741,-0.054514,-0.109748,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.057648,0.148981,-0.042695,-0.020007,-0.199005,-0.105775,0.173129,-0.017837,0.079348,0.048296,-0.099485,0.022229,-0.107035,-0.123512,0.058903,0.109079,0.088671,0.054253,0.120285,0.042332,-0.077192,0.078219,-0.040767,-0.019818,-0.158371,0.020957,0.062551,0.08117,-0.048576,-0.034679,-0.061412,0.039005,0.081702,0.086588,0.166216,-0.001048,0.089592,0.041872,0.002722,-0.113017,-0.072201,0.082946,0.119553,0.009206,0.134626,0.073516,0.140264,-0.102628,-0.164683,0.052526,-0.060428,-0.137442,-0.200452,-0.124639,-0.142256,-0.299952,-0.13132,0.117066,-0.218404,0.068521,0.01618,0.109653,0.025951,-0.13146,-0.060075,-0.001042,-0.178785,-0.164247,0.036347,0.097952,-0.066294,0.104924,-0.003073,-0.039475,0.109875,0.201066,0.147371,0.183979,0.088191,-0.021492,-0.037119,0.075973,-0.017025,-0.053159,-0.012807,-0.078055,-0.076215,-0.034399,0.062019,-0.016072,-0.03158,0.004,0.024836,0.044856,-0.009762,-0.079095,-0.026816,0.019822,-0.048846,-0.042771,0.027479,0.002141,0.130607,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.080279,-0.074887,0.032756,-0.107164,0.039231,-0.150012,0.09863,-0.022214,0.09925,0.081337,-0.050263,-0.095992,0.040586,0.125489,0.060422,-0.03815,0.046415,-0.068344,-0.198344,0.039548,0.029494,-0.018224,0.032016,-0.018648,-0.073938,-0.106019,0.058918,0.061451,-0.119983,0.122594,0.052193,0.065325,-0.039441,-0.000752,0.00537,-0.043336,-0.12044,-0.03739,-0.1861,-0.077396,-0.083454,-0.094534,-0.112328,0.029671,-0.072057,-0.108799,-0.092805,-0.129324,0.036772,-0.060071,-0.102189,0.127563,-0.132034,0.195451,-0.125385,0.153347,0.098469,-0.010649,0.109518,-0.111281,0.212628,0.134767,0.100003,0.147035,-0.22283,-0.059681,-0.118989,-0.124934,0.098689,0.173419,0.330281,0.067466,0.033199,0.031807,0.014758,-0.092219,0.007036,0.046891,0.000411,-0.042586,-0.038247,-0.026581,-0.054664,0.132123,-0.052094,-0.022126,-0.056824,0.00205,-0.058595,-0.0829,-0.066583,0.179209,-0.075594,0.173074,0.034493,0.062902,-0.063338,0.006982,-0.027089,-0.063015,-0.070216,-0.030037,0.098025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
