release,n_0047,n_0050,n_0052,n_0061,n_0067,n_0075,n_0078,n_0091,n_0108,n_0109,o_0176,o_0264,c_0466,c_0500,c_0638,c_0699,c_0738,c_0761,c_0770,c_0838,c_0870,c_0980,c_1145,c_1158,c_1189,c_1223,c_1227,c_1244,c_1259,service_a,service_b,service_c,service_d,service_e,service_f,service_g,service_h,service_i,service_j,service_k,service_l,service_m,service_n
0.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.7333333333333333,1.0,0.7333333333333333,0.125,225.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,264.0,7.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,6.0,1.0,2.0,0.0,0.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.13333333333333333,1.0,0.13333333333333333,0.0,96.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.4,1.0,0.4,0.1875,171.0,4.0,0.0,7.0,3.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.7333333333333333,1.0,0.7333333333333333,0.125,327.0,7.0,0.0,8.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0,3.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.8333333333333334,1.0,0.8333333333333334,0.0,329.0,7.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.5666666666666667,1.0,0.5666666666666667,0.0,76.0,0.0,1.0,7.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,9.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,1.0,0.7,0.1875,13.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,8.0,0.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.4666666666666667,1.0,0.4666666666666667,0.125,180.0,5.0,0.0,5.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.3,1.0,0.3,0.125,57.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.7,0.0625,369.0,5.0,1.0,7.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.9333333333333332,1.0,0.9333333333333332,0.0,289.0,7.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,1.0,2.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,0.1,1.0,0.1,0.0,163.0,2.0,1.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,10.0,0.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.9333333333333332,1.0,0.9333333333333332,0.1875,188.0,7.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,6.0,1.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.5,1.0,0.5,0.1875,146.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.43333333333333335,1.0,0.43333333333333335,0.0625,357.0,5.0,0.0,7.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.4,1.0,0.4,0.125,34.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.2,1.0,0.2,0.0,305.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7666666666666667,1.0,0.7666666666666667,0.0,369.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.6333333333333333,1.0,0.6333333333333333,0.0625,317.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.7,1.0,0.7,0.125,315.0,7.0,0.0,7.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8,1.0,0.8,0.0625,369.0,5.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.4666666666666667,1.0,0.4666666666666667,0.0625,95.0,4.0,0.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,1.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8333333333333334,1.0,0.8333333333333334,0.0625,368.0,7.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,0.8666666666666667,1.0,0.8666666666666667,0.0,297.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.26666666666666666,1.0,0.26666666666666666,0.0,369.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.4,0.0625,369.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.16666666666666666,1.0,0.16666666666666666,0.1875,121.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6333333333333333,1.0,0.6333333333333333,0.0,153.0,6.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.4666666666666667,1.0,0.4666666666666667,0.0,351.0,7.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.21428571428571427,1.0,0.3,1.0,0.3,0.0625,50.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.3,1.0,0.3,0.0,275.0,5.0,0.0,7.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.5666666666666667,1.0,0.5666666666666667,0.0,190.0,5.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.7666666666666667,1.0,0.7666666666666667,0.0,315.0,3.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.4,1.0,0.4,0.0,315.0,7.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,6.0,0.0,2.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666666666668,1.0,0.9666666666666668,0.125,369.0,7.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0625,219.0,2.0,1.0,7.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,10.0,0.0,2.0,0.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.26666666666666666,1.0,0.26666666666666666,0.0625,23.0,0.0,0.0,7.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,0.0,2.0,0.0,3.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.26666666666666666,1.0,0.26666666666666666,0.1875,82.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,9.0,1.0,2.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.9333333333333332,1.0,0.9333333333333332,0.0,369.0,8.0,2.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.9,1.0,0.9,0.0,365.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,9.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.4666666666666667,1.0,0.4666666666666667,0.0625,149.0,7.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.6333333333333333,1.0,0.6333333333333333,0.1875,300.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0,239.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.21428571428571427,1.0,0.43333333333333335,1.0,0.43333333333333335,0.125,25.0,7.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.4,1.0,0.4,0.0,190.0,7.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,1.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0625,362.0,7.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,1.0,2.0,0.0,3.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8666666666666667,1.0,0.8666666666666667,0.125,7.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.7666666666666667,1.0,0.7666666666666667,0.25,284.0,5.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.03333333333333333,1.0,0.03333333333333333,0.0,369.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.21428571428571427,1.0,0.2,1.0,0.2,0.0625,59.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.7,1.0,0.7,0.125,239.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0,66.0,5.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.7333333333333333,1.0,0.7333333333333333,0.125,207.0,5.0,2.0,7.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.2333333333333333,1.0,0.2333333333333333,0.0,264.0,6.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.06666666666666668,1.0,0.06666666666666668,0.0,235.0,1.0,1.0,5.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,8.0,1.0,2.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.21428571428571427,1.0,0.3,1.0,0.3,0.0,95.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0625,311.0,5.0,1.0,5.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,0.4,1.0,0.4,0.0,290.0,5.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,0.35714285714285715,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0625,93.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,0.2333333333333333,1.0,0.2333333333333333,0.0625,179.0,4.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,3.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,1.0,0.8,0.1875,17.0,4.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.8333333333333334,1.0,0.8333333333333334,0.0,369.0,7.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.2333333333333333,1.0,0.2333333333333333,0.125,31.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,0.7333333333333333,1.0,0.7333333333333333,0.0625,40.0,4.0,0.0,7.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.4,1.0,0.4,0.125,292.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.2,1.0,0.2,0.125,30.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0,217.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,8.0,1.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.6666666666666666,1.0,0.6666666666666666,0.125,41.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,1.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.3,1.0,0.3,0.0625,190.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.6333333333333333,1.0,0.6333333333333333,0.125,239.0,8.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.7333333333333333,1.0,0.7333333333333333,0.0,369.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
